,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_batch_size,params_clip_range,params_ent_coef,params_gae_lambda,params_gamma,params_learning_rate,params_max_grad_norm,params_n_epochs,params_n_steps,params_net_arch,params_target_kl,params_vf_coef,state
88,88,494.44393870000005,2025-02-13 08:27:59.883930,2025-02-13 08:29:01.641260,0 days 00:01:01.757330,tanh,256,0.1811857234676039,0.017891501029849956,0.9182302982355123,0.9853634156116775,9.337188489661461e-05,0.5442351384058837,9,11,tiny,0.12178534471519557,0.41318149031738466,COMPLETE
89,89,478.1626228,2025-02-13 08:29:01.642846,2025-02-13 08:29:58.887489,0 days 00:00:57.244643,relu,1024,0.20167903275607993,0.09521618227365712,0.9276505710004553,0.9894246133952151,7.499479265434077e-05,1.3065277030797688,10,10,small,0.13264886267332174,0.5291675202784544,COMPLETE
90,90,236.34213279999994,2025-02-13 08:29:58.889551,2025-02-13 08:31:27.486930,0 days 00:01:28.597379,tanh,64,0.20769621016520845,0.0012161194648081016,0.9024284090958519,0.9945676105074307,0.00011469238484992395,0.9963663508464459,8,11,tiny,0.043438323000073525,0.3843119179736786,COMPLETE
91,91,515.8483335,2025-02-13 08:31:27.488624,2025-02-13 08:32:28.306925,0 days 00:01:00.818301,tanh,256,0.19337056676210737,0.0010212997662521928,0.9210939998276446,0.9835696021402971,8.478130125361702e-05,0.789032698782894,9,11,tiny,0.020404707202648625,0.44258691260530625,COMPLETE
92,92,377.8485736,2025-02-13 08:32:28.309089,2025-02-13 08:33:31.030746,0 days 00:01:02.721657,tanh,256,0.19719952498300647,0.001332311140166859,0.9188762843145117,0.9785328075088414,7.413989591763185e-05,0.6765329906180975,9,11,tiny,0.02414499860766807,0.42730443819896513,COMPLETE
93,93,460.59949889999996,2025-02-13 08:33:31.032902,2025-02-13 08:34:31.170533,0 days 00:01:00.137631,tanh,256,0.16261513997984264,0.002168305029036595,0.9235851913623748,0.985655483655665,6.170331260081401e-05,0.5880927099060869,9,11,tiny,0.03258945073413684,0.40638383375793385,COMPLETE
94,94,577.7800335999999,2025-02-13 08:34:31.172358,2025-02-13 08:35:31.513591,0 days 00:01:00.341233,tanh,256,0.20519147414511152,0.0017261338083117905,0.9154866002157145,0.9876677179152026,8.845067122283276e-05,0.8799527661889271,9,11,tiny,0.02883782715356753,0.31057498679849577,COMPLETE
95,95,227.47264459999997,2025-02-13 08:35:31.515438,2025-02-13 08:36:34.252266,0 days 00:01:02.736828,tanh,256,0.17627157537765964,0.0016701387347117006,0.9057341812151765,0.987856484941925,0.00019122843793483143,0.8818630868333253,9,11,tiny,0.038621360549485256,0.34158782460514525,COMPLETE
96,96,471.22230099999996,2025-02-13 08:36:34.254028,2025-02-13 08:37:36.405972,0 days 00:01:02.151944,tanh,256,0.2033463124660172,0.0025125269148771607,0.914200111595252,0.9745494977419497,8.947035090461233e-05,0.9371975044873815,9,11,tiny,0.030093408215339533,0.31188719661194586,COMPLETE
97,97,274.30812660000004,2025-02-13 08:37:36.407830,2025-02-13 08:38:31.581849,0 days 00:00:55.174019,relu,1024,0.2122150626909853,0.07897204249980076,0.9122910279627008,0.9869995460877794,0.00010267875391358995,1.112992375567655,9,11,small,0.10867608702670342,0.32773830732478093,COMPLETE
98,98,524.8468881,2025-02-13 08:38:31.584121,2025-02-13 08:39:42.806877,0 days 00:01:11.222756,tanh,128,0.21645984275575128,0.003949449644526969,0.9406724383333158,0.9888591843117257,0.00011151132529375971,1.2032218358064408,9,11,tiny,0.048685859502545524,0.30567206411622067,COMPLETE
99,99,455.10133449999995,2025-02-13 08:39:42.808547,2025-02-13 08:40:45.099312,0 days 00:01:02.290765,tanh,256,0.2083632603860628,0.006026938836811187,0.9718622163657401,0.9518138600589643,6.829189044586414e-05,0.8380575193258468,10,11,tiny,0.03452316335556659,0.3199044334233901,COMPLETE
